Page,Pageviews,UniquePageviews,AvgTimeonPage,BounceRate,Exit,Index
/article/apache/restart-apache/,2975,2836,388.93975903614455,0.9520255863539445,0.944201680672269,0.0
/article/mysql/delete-all-data-mysql/,2891,2732,267.13524590163934,0.9355805243445693,0.915600138360429,0.0
/jquery-get-set-form-values/,2347,2153,321.9901639344262,0.8933912204534491,0.870046868342565,0.0
/article/networking/open-firewall-msn-icq/,2298,2145,300.81142857142856,0.9341121495327103,0.9238468233246301,0.0
/php-http-referer-variable/,1949,1865,324.4871794871795,0.9527687296416938,0.9399692149820421,0.0
/article/mysql/cross-table-update/,1927,1803,307.7136150234742,0.914121037463977,0.8894654903995849,0.0
/windows-vista-black-screen-after-login/,1710,1302,118.30818278427205,0.35418359057676685,0.4497076023391813,0.0
/article/linux-unix-bsd/howto-check-md5-file/,1683,1616,330.35164835164835,0.9497206703910615,0.9459298871063577,0.0
/install-yum-with-rpm-on-centos/,1655,1454,325.20392156862744,0.8623087621696801,0.8459214501510574,0.0
/article/mysql/format-date-time-mysql/,1552,1447,316.09774436090225,0.9308398023994354,0.9143041237113402,0.0
/windows-vista-black-screen-after-login/resolved/,1535,1352,263.7365269461078,0.8441330998248686,0.6736156351791531,0.0
/user-not-assocated-trusted-sql-server-connection/,1313,1281,363.8421052631579,0.9733333333333334,0.9710586443259711,0.0
/article/linux-unix-bsd/create-rsa-dsa-keys-ssh/,1236,1141,284.4761904761905,0.8705035971223022,0.8470873786407767,0.0
/check-uncheck-checkbox-jquery/,1220,1103,305.58285714285716,0.8953377735490009,0.8565573770491803,0.0
/load-content-jquery-ajax-loading-image/,1044,785,170.5995423340961,0.6612184249628529,0.5814176245210728,0.0
/test-file-exists-bash-shell/,1034,984,512.5,0.9500509683995922,0.9458413926499033,0.0
/class-soapclient-not-found/,1005,914,324.144,0.8845726970033296,0.8756218905472637,0.0
/article/mysql/mysqlimport-errors/,999,916,277.0138888888889,0.8791946308724832,0.8558558558558559,0.0
/upper-lower-case-strings-mysql/,905,873,258.8703703703704,0.9548088064889919,0.9403314917127071,0.0
/vmware-server-console-connection-refused/,894,851,257.1034482758621,0.9418742586002372,0.9351230425055929,0.0
/,880,685,90.381861575179,0.6271929824561403,0.5238636363636363,0.0
/style-html-form-type-css-jquery/,875,842,199.82051282051282,0.9428208386277002,0.9108571428571428,0.0
/access-denied-vmware-infrastructure-web-access/,847,757,151.42105263157896,0.7689243027888446,0.7756788665879575,0.0
/backup-export-bookmarks-mozilla-firefox-3/,825,787,257.7450980392157,0.9464285714285714,0.9381818181818182,0.0
/edit-hosts-file-windows-vista/,821,746,201.01041666666666,0.8979591836734694,0.8830694275274056,0.0
/correct-php-timezone/,794,694,216.83030303030304,0.8135095447870778,0.792191435768262,0.0
/article/mysql/cross-table-delete/,782,718,315.24074074074076,0.8990825688073395,0.8618925831202046,0.0
/mod-ssl-apache-centos-5/,756,700,229.43478260869566,0.8263386396526773,0.8174603174603174,0.0
/describe-table-structure-sql-server/,731,686,170.05208333333334,0.8860569715142429,0.8686730506155951,0.0
/reinstall-tcpip-windows/,703,645,513.2089552238806,0.9184,0.9046941678520626,0.0
/article/applications/ssh-putty/,668,612,267.1214953271028,0.8705035971223022,0.8398203592814372,0.0
/check-if-mysql-table-exists/,661,624,240.72527472527472,0.8905723905723906,0.8623298033282905,0.0
/using-mysqldump-to-save-data-to-csv-files/,660,583,366.7111111111111,0.8278985507246377,0.7954545454545454,0.0
/article/sendmail/remote-connection-refused/,639,578,318.84,0.785171102661597,0.7652582159624414,0.0
/copy-table-mysql-create-table-like/,621,574,239.80165289256198,0.8618677042801557,0.8051529790660226,0.0
/install-vmware-tools-linux-guest/,593,555,445.8813559322034,0.9207547169811321,0.9005059021922428,0.0
/linux-grub-boot-loader-options/,581,561,352.17857142857144,0.960644007155635,0.9518072289156626,0.0
/article/php/process-forking/,575,531,289.48333333333335,0.9087378640776699,0.8956521739130435,0.0
/article/applications/open-office/,568,542,330.9230769230769,0.955719557195572,0.954225352112676,0.0
/article/networking/pop3-commands/,560,523,339.24,0.921455938697318,0.9107142857142857,0.0
/putty-rsa-dsa-keys/,545,509,293.0,0.8625277161862528,0.8348623853211009,0.0
/php-imap-download-email/,522,408,224.46753246753246,0.6617100371747212,0.5574712643678161,0.0
/load-content-jquery-ajax/,511,420,116.49392712550608,0.662020905923345,0.5166340508806262,0.0
/show-outlook-envelope-windows-system-tray/,507,495,203.27777777777777,0.9676767676767677,0.9644970414201184,0.0
/fckeditor-html-editor-php/,485,434,264.53465346534654,0.8483290488431876,0.7917525773195876,0.0
/installing-awstats/,484,417,336.4660194174757,0.8077858880778589,0.7871900826446281,0.0
/fedora-10-released/,482,454,290.02,0.9040178571428571,0.8962655601659751,0.0
/wget-save-different-filename/,476,454,837.7777777777778,0.9427312775330396,0.9432773109243697,0.0
/tm-symbol-html/,464,447,198.08333333333334,0.952054794520548,0.9482758620689655,0.0
/date-add-mysql-intervals-dates/,459,433,307.625,0.919047619047619,0.9128540305010894,0.0
/extract-attachments-email-php-imap/,458,375,246.86486486486487,0.7117437722419929,0.5960698689956332,0.0
/html-css-footer/,457,371,154.0144927536232,0.7542857142857143,0.6980306345733042,0.0
/reverse-mapping-possible-break-in-ssh/,445,428,380.55555555555554,0.9623529411764706,0.9595505617977528,0.0
/php-get-image-size/,442,419,256.97435897435895,0.941031941031941,0.9117647058823529,0.0
/switch-off-selinux-centos-5/,441,422,905.6,0.9452380952380952,0.9433106575963719,0.0
/javascript-add-options-html-select/,437,376,289.7792207792208,0.8705234159779615,0.8237986270022883,0.0
/article/sendmail/cannot-send-mail/,436,396,272.4479166666667,0.8064516129032258,0.7798165137614679,0.0
/using-settimeout-javascript/,428,386,185.97368421052633,0.9036144578313253,0.822429906542056,0.0
/zend-framework-controller-router-example/,426,402,321.1463414634146,0.9185750636132316,0.903755868544601,0.0
/insert-html-fckeditor/,422,372,214.18584070796462,0.8222222222222222,0.7322274881516587,0.0
/article/applications/install-vmware-gentoo/,407,381,481.56666666666666,0.9313984168865436,0.9262899262899262,0.0
/maximum-length-mysql-text-field-types/,404,381,196.3846153846154,0.9168900804289544,0.9034653465346535,0.0
/logging-queries-with-mysql/,392,363,265.70175438596493,0.8835820895522388,0.8545918367346939,0.0
/play-dvds-windows-media-player-11/,390,328,236.16176470588235,0.8452012383900929,0.8256410256410256,0.0
/check-index-fragmentation-sql-server-2000/,387,366,340.9583333333333,0.945054945054945,0.937984496124031,0.0
/mbstring-php-extension-not-found-phpmyadmin/,383,361,394.80645161290323,0.9215686274509803,0.9190600522193212,0.0
/enable-webui-utorrent/,372,345,311.258064516129,0.9244186046511628,0.9166666666666666,0.0
/shell-commands-mysql-command-line-client/,370,335,180.28571428571428,0.8258064516129032,0.7918918918918919,0.0
/command-line-arguments-php-cli/,367,326,218.16666666666666,0.8225806451612904,0.8038147138964578,0.0
/mysql-insert-multiple-records/,367,349,176.7246376811594,0.9290780141843972,0.8119891008174387,0.0
/jquery-get-set-html-content/,360,307,129.00671140939596,0.8466257668711656,0.5861111111111111,0.0
/list-tables-sql-server/,360,339,266.22641509433964,0.9241379310344827,0.8527777777777777,0.0
/remove-table-cellpadding-cellspacing-css/,354,333,410.60714285714283,0.944954128440367,0.9209039548022598,0.0
/load-content-jquery-ajax-select-element/,352,300,102.07236842105263,0.7076923076923077,0.5681818181818182,0.0
/check-javascript-function-exists/,351,331,317.82758620689657,0.9298780487804879,0.9173789173789174,0.0
/show-running-queries-mysql/,350,332,206.65384615384616,0.8859934853420195,0.8514285714285714,0.0
/install-vmware-tools-debian-5/,326,283,491.0689655172414,0.8254545454545454,0.8220858895705522,0.0
/check-if-mysql-table-exists/php-function/,321,295,266.2156862745098,0.8809523809523809,0.8411214953271028,0.0
/godaddy-99-cent-coupon-code/,321,301,199.57692307692307,0.92,0.9190031152647975,0.0
/firefox-already-running-not-responding/,313,287,170.88235294117646,0.9071428571428571,0.8913738019169329,0.0
/article/sendmail/iptables/,306,297,147.11904761904762,0.9204545454545454,0.8627450980392157,0.0
/windows-vista-prepare-blank-disc/,302,286,357.9230769230769,0.9157894736842105,0.9139072847682119,0.0
/google-chrome-switch-to-dev-channel/,301,278,61.88461538461539,0.9314079422382672,0.9136212624584718,0.0
/get-unique-array-values-with-php/,299,294,410.57142857142856,0.9794520547945206,0.9765886287625418,0.0
/show-hide-element-with-jquery-part-1/,293,254,148.58064516129033,0.73568281938326,0.6825938566552902,0.0
/unable-modify-table-timeout-expired-sql-server/,287,282,326.3333333333333,0.9680851063829787,0.9686411149825784,0.0
/clear-firefox-cache-clear-favicons/,283,259,141.7058823529412,0.9090909090909091,0.8798586572438163,0.0
/run-single-mysql-query-command-line/,282,256,132.57627118644066,0.8584474885844748,0.7907801418439716,0.0
/load-content-jquery-ajax-dealing-with-failures/,277,231,144.55633802816902,0.7570093457943925,0.48736462093862815,0.0
/yum-list-installed-packages/,274,257,146.325,0.9411764705882353,0.8540145985401459,0.0
/image-headers-php/,272,258,270.74074074074076,0.9230769230769231,0.9007352941176471,0.0
/call-to-undefined-function-imagecreatefrompng/,260,243,325.7083333333333,0.9128630705394191,0.9076923076923077,0.0
/css-sprites-image-navigation/,256,202,191.0125,0.7921348314606742,0.6875,0.0
/mysqldump-selectively-dump-data/,256,236,208.864406779661,0.8473684210526315,0.76953125,0.0
/yum-transaction-check-error/,256,243,558.2142857142857,0.941908713692946,0.9453125,0.0
/changing-hostname-centos/,253,240,621.2,0.9497907949790795,0.9407114624505929,0.0
/stop-adobe-photoshop-vista-asking-to-register/,251,243,468.45454545454544,0.9585062240663901,0.9561752988047809,0.0
/php-get-class-name-parent-class-name/,249,237,170.69230769230768,0.920704845814978,0.8955823293172691,0.0
/javascript-index-of-string/,248,224,226.36666666666667,0.9090909090909091,0.8790322580645161,0.0
/view-email-message-headers-outlook-2007/,248,242,730.875,0.9710743801652892,0.967741935483871,0.0
